,silhouettes,ag/ag_i2_hor,ag/ag_i4_hor,ag/ag_i6_hor,ag/ag_i8_hor,ag/ag_i10_hor,ag/ag_i12_hor,ag/ag_i14_hor,ag/ag_i16_hor,ag/ag_i18_hor,ag/ag_i20_hor,ag/ag_i22_hor,ag/ag_i24_hor,ag/ag_i26_hor,ag/ag_i28_hor,ag/ag_i30_hor,ag/ag_i32_hor,ag/ag_i2_ver,ag/ag_i4_ver,ag/ag_i6_ver,ag/ag_i8_ver,ag/ag_i10_ver,ag/ag_i12_ver,ag/ag_i14_ver,ag/ag_i16_ver,ag/ag_i18_ver,ag/ag_i20_ver,ag/ag_i22_ver,ag/ag_i24_ver,ag/ag_i26_ver,ag/ag_i28_ver,ag/ag_i30_ver,ag/ag_i32_ver,ag/ag_i2_ul,ag/ag_i4_ul,ag/ag_i6_ul,ag/ag_i8_ul,ag/ag_i10_ul,ag/ag_i12_ul,ag/ag_i14_ul,ag/ag_i16_ul,ag/ag_i18_ul,ag/ag_i20_ul,ag/ag_i22_ul,ag/ag_i24_ul,ag/ag_i26_ul,ag/ag_i28_ul,ag/ag_i30_ul,ag/ag_i32_ul,ag/ag_i2_ur,ag/ag_i4_ur,ag/ag_i6_ur,ag/ag_i8_ur,ag/ag_i10_ur,ag/ag_i12_ur,ag/ag_i14_ur,ag/ag_i16_ur,ag/ag_i18_ur,ag/ag_i20_ur,ag/ag_i22_ur,ag/ag_i24_ur,ag/ag_i26_ur,ag/ag_i28_ur,ag/ag_i30_ur,ag/ag_i32_ur
resnet50_augmix,0.5375,0.0625,0.0625,0.0625,0.06875,0.10625,0.11875,0.0625,0.09375,0.0625,0.0625,0.0625,0.05625,0.0625,0.0625,0.05,0.04375,0.0625,0.0625,0.0625,0.04375,0.0375,0.08125,0.075,0.0875,0.0875,0.075,0.08125,0.06875,0.05625,0.05,0.0375,0.0625,0.075,0.06875,0.0125,0.05,0.08125,0.05625,0.04375,0.0625,0.06875,0.04375,0.0625,0.05625,0.05,0.05,0.05,0.05625,0.075,0.0625,0.0625,0.0625,0.0625,0.0375,0.05,0.01875,0.0125,0.04375,0.05,0.05625,0.05,0.04375,0.05,0.0625
resnet50_deepaugment,0.5875,0.38125,0.33125,0.23125,0.0625,0.08125,0.0625,0.0625,0.05625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.05625,0.0625,0.375,0.36875,0.28125,0.06875,0.0625,0.06875,0.05625,0.0625,0.03125,0.05,0.08125,0.0375,0.05,0.03125,0.05,0.04375,0.34375,0.3625,0.275,0.075,0.05625,0.0625,0.0625,0.0625,0.05625,0.03125,0.025,0.03125,0.01875,0.025,0.03125,0.05625,0.34375,0.3625,0.06875,0.0625,0.03125,0.0625,0.06875,0.04375,0.025,0.025,0.05,0.0375,0.05,0.05,0.03125,0.0625
resnet50_deepaugment_augmix,0.625,0.4,0.4,0.23125,0.075,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.4125,0.4,0.3,0.06875,0.0625,0.075,0.0625,0.06875,0.0625,0.04375,0.06875,0.06875,0.09375,0.075,0.1,0.075,0.4875,0.13125,0.10625,0.0625,0.0625,0.06875,0.0625,0.05625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.06875,0.4875,0.15625,0.0875,0.0625,0.06875,0.0625,0.0625,0.0625,0.04375,0.05,0.01875,0.05625,0.0375,0.05625,0.05625,0.075
resnext101_32x8d_deepaugment_augmix,0.66875,0.46875,0.20625,0.08125,0.10625,0.11875,0.11875,0.11875,0.1,0.06875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.46875,0.26875,0.09375,0.06875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.06875,0.06875,0.0625,0.475,0.09375,0.25625,0.08125,0.05625,0.05,0.025,0.03125,0.025,0.04375,0.03125,0.04375,0.0375,0.0625,0.0625,0.0625,0.475,0.41875,0.225,0.0625,0.0625,0.0375,0.04375,0.04375,0.04375,0.06875,0.0375,0.04375,0.05625,0.05625,0.0625,0.08125
